Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
8:04 AM 2022-08-08,76.1 °F,60.8 °F,59 %,NNE,1.1 mph,1.7 mph,29.92 in,0.00 in,0.00 in,1,141.8 w/m² 
8:09 AM 2022-08-08,77.0 °F,60.8 °F,57 %,North,1.6 mph,2.2 mph,29.92 in,0.00 in,0.00 in,1,150.5 w/m² 
8:14 AM 2022-08-08,76.9 °F,60.8 °F,58 %,NNW,1.2 mph,1.7 mph,29.92 in,0.00 in,0.00 in,1,147.4 w/m² 
8:19 AM 2022-08-08,77.0 °F,60.6 °F,57 %,NNE,1.0 mph,1.1 mph,29.92 in,0.00 in,0.00 in,1,143.1 w/m² 
8:24 AM 2022-08-08,77.1 °F,60.5 °F,57 %,NNE,0.9 mph,0.9 mph,29.91 in,0.00 in,0.00 in,1,173.5 w/m² 
8:29 AM 2022-08-08,77.6 °F,59.9 °F,55 %,NNE,0.5 mph,1.1 mph,29.92 in,0.00 in,0.00 in,1,173.5 w/m² 
8:34 AM 2022-08-08,77.5 °F,60.1 °F,55 %,NNE,0.9 mph,1.1 mph,29.92 in,0.00 in,0.00 in,1,112.3 w/m² 
8:38 AM 2022-08-08,77.5 °F,60.1 °F,55 %,NNE,0.9 mph,1.1 mph,29.92 in,0.00 in,0.00 in,1,112.3 w/m² 
8:44 AM 2022-08-08,--,--,--,North,--,--,29.92 in,--,--,, w/m² 
8:49 AM 2022-08-08,--,--,--,North,--,--,29.92 in,--,--,, w/m² 
8:53 AM 2022-08-08,--,--,--,North,--,--,29.92 in,--,--,, w/m² 
8:59 AM 2022-08-08,--,--,--,North,--,--,29.92 in,--,--,, w/m² 
9:04 AM 2022-08-08,78.3 °F,59.7 °F,53 %,NE,2.5 mph,3.9 mph,29.92 in,0.00 in,0.00 in,3,344 w/m² 
9:09 AM 2022-08-08,78.0 °F,60.0 °F,54 %,NE,2.4 mph,3.3 mph,29.93 in,0.00 in,0.00 in,3,383.4 w/m² 
9:14 AM 2022-08-08,78.8 °F,60.4 °F,53 %,NE,2.2 mph,3.3 mph,29.92 in,0.00 in,0.00 in,3,404.7 w/m² 
9:19 AM 2022-08-08,78.7 °F,60.8 °F,54 %,ENE,1.6 mph,2.6 mph,29.92 in,0.00 in,0.00 in,4,424.3 w/m² 
9:24 AM 2022-08-08,78.5 °F,61.2 °F,55 %,East,5.2 mph,6.0 mph,29.92 in,0.00 in,0.00 in,4,463.3 w/m² 
9:29 AM 2022-08-08,78.0 °F,60.7 °F,55 %,ENE,2.2 mph,3.7 mph,29.92 in,0.00 in,0.00 in,4,481 w/m² 
9:34 AM 2022-08-08,78.8 °F,60.9 °F,54 %,NE,3.1 mph,4.8 mph,29.93 in,0.00 in,0.00 in,5,591.6 w/m² 
9:39 AM 2022-08-08,79.4 °F,61.8 °F,55 %,East,3.3 mph,4.7 mph,29.93 in,0.00 in,0.00 in,6,632 w/m² 
9:44 AM 2022-08-08,79.2 °F,61.3 °F,54 %,NE,2.3 mph,3.0 mph,29.93 in,0.00 in,0.00 in,5,593.5 w/m² 
9:49 AM 2022-08-08,80.0 °F,61.7 °F,54 %,NNE,3.4 mph,3.9 mph,29.93 in,0.00 in,0.00 in,5,539.6 w/m² 
9:54 AM 2022-08-08,79.5 °F,61.7 °F,54 %,SE,4.8 mph,5.3 mph,29.93 in,0.00 in,0.00 in,4,448.5 w/m² 
9:59 AM 2022-08-08,79.1 °F,61.6 °F,55 %,East,3.1 mph,4.0 mph,29.93 in,0.00 in,0.00 in,3,386.5 w/m² 
10:04 AM 2022-08-08,78.8 °F,61.4 °F,55 %,ESE,2.7 mph,3.4 mph,29.93 in,0.00 in,0.00 in,2,295.3 w/m² 
10:09 AM 2022-08-08,79.4 °F,61.2 °F,54 %,NNE,0.6 mph,1.0 mph,29.93 in,0.00 in,0.00 in,2,271.5 w/m² 
10:14 AM 2022-08-08,79.8 °F,61.8 °F,54 %,East,2.5 mph,3.1 mph,29.93 in,0.00 in,0.00 in,3,318 w/m² 
10:19 AM 2022-08-08,79.4 °F,61.3 °F,54 %,ENE,1.3 mph,1.9 mph,29.93 in,0.00 in,0.00 in,4,424.6 w/m² 
10:24 AM 2022-08-08,79.9 °F,61.8 °F,54 %,SE,4.2 mph,5.0 mph,29.94 in,0.00 in,0.00 in,5,542.2 w/m² 
10:29 AM 2022-08-08,80.2 °F,61.9 °F,54 %,ESE,2.7 mph,3.4 mph,29.94 in,0.00 in,0.00 in,5,541.8 w/m² 
10:34 AM 2022-08-08,80.0 °F,61.8 °F,54 %,SE,4.2 mph,5.3 mph,29.93 in,0.00 in,0.00 in,3,392.1 w/m² 
10:39 AM 2022-08-08,80.0 °F,61.8 °F,54 %,SE,5.3 mph,6.1 mph,29.93 in,0.00 in,0.00 in,4,410.8 w/m² 
10:44 AM 2022-08-08,80.0 °F,61.8 °F,54 %,SSE,5.4 mph,6.6 mph,29.93 in,0.00 in,0.00 in,3,392.1 w/m² 
10:49 AM 2022-08-08,80.3 °F,61.7 °F,53 %,SSE,3.4 mph,4.0 mph,29.94 in,0.00 in,0.00 in,4,438.6 w/m² 
10:54 AM 2022-08-08,80.5 °F,61.9 °F,53 %,SSE,3.2 mph,3.9 mph,29.93 in,0.00 in,0.00 in,4,490.2 w/m² 
10:59 AM 2022-08-08,80.8 °F,61.8 °F,53 %,SE,3.8 mph,4.8 mph,29.92 in,0.00 in,0.00 in,5,584.3 w/m² 
11:04 AM 2022-08-08,81.1 °F,62.0 °F,52 %,SSE,4.6 mph,5.9 mph,29.93 in,0.00 in,0.00 in,6,629.8 w/m² 
11:09 AM 2022-08-08,80.6 °F,62.0 °F,53 %,ESE,4.0 mph,4.6 mph,29.93 in,0.00 in,0.00 in,5,611.2 w/m² 
11:14 AM 2022-08-08,81.2 °F,62.0 °F,52 %,SE,5.0 mph,6.3 mph,29.93 in,0.00 in,0.00 in,6,626.8 w/m² 
11:19 AM 2022-08-08,81.2 °F,61.9 °F,52 %,SE,5.3 mph,6.5 mph,29.93 in,0.00 in,0.00 in,6,628.9 w/m² 
11:24 AM 2022-08-08,81.2 °F,61.9 °F,52 %,SE,3.4 mph,4.6 mph,29.94 in,0.00 in,0.00 in,5,611.2 w/m² 
11:29 AM 2022-08-08,80.8 °F,62.3 °F,53 %,East,2.5 mph,3.9 mph,29.94 in,0.00 in,0.00 in,5,587.3 w/m² 
11:34 AM 2022-08-08,81.0 °F,62.5 °F,53 %,East,4.5 mph,6.1 mph,29.93 in,0.00 in,0.00 in,6,691 w/m² 
11:39 AM 2022-08-08,81.0 °F,61.9 °F,52 %,ENE,2.9 mph,3.9 mph,29.94 in,0.00 in,0.00 in,6,661.5 w/m² 
11:44 AM 2022-08-08,81.5 °F,62.6 °F,53 %,East,5.0 mph,6.1 mph,29.93 in,0.00 in,0.00 in,6,695.4 w/m² 
11:49 AM 2022-08-08,81.7 °F,62.5 °F,52 %,SSE,5.7 mph,6.9 mph,29.93 in,0.00 in,0.00 in,6,695.7 w/m² 
11:54 AM 2022-08-08,81.7 °F,62.3 °F,52 %,SE,2.8 mph,3.7 mph,29.93 in,0.00 in,0.00 in,6,680.5 w/m² 
11:59 AM 2022-08-08,82.8 °F,62.3 °F,50 %,WNW,1.6 mph,2.2 mph,29.93 in,0.00 in,0.00 in,6,675.8 w/m² 
12:04 PM 2022-08-08,83.5 °F,62.7 °F,50 %,SSE,6.5 mph,7.7 mph,29.93 in,0.00 in,0.00 in,6,690.1 w/m² 
12:09 PM 2022-08-08,82.9 °F,62.6 °F,50 %,SSE,5.5 mph,6.4 mph,29.93 in,0.00 in,0.00 in,6,700.5 w/m² 
12:14 PM 2022-08-08,83.0 °F,62.2 °F,50 %,SW,1.9 mph,2.7 mph,29.93 in,0.00 in,0.00 in,7,722.6 w/m² 
12:19 PM 2022-08-08,83.3 °F,62.8 °F,50 %,SE,4.4 mph,5.1 mph,29.93 in,0.00 in,0.00 in,7,719.2 w/m² 
12:24 PM 2022-08-08,82.7 °F,62.5 °F,51 %,East,2.1 mph,2.8 mph,29.93 in,0.00 in,0.00 in,7,720.1 w/m² 
12:29 PM 2022-08-08,83.0 °F,62.5 °F,50 %,ESE,3.6 mph,4.9 mph,29.92 in,0.00 in,0.00 in,7,729.6 w/m² 
12:34 PM 2022-08-08,83.4 °F,62.4 °F,49 %,SE,6.8 mph,8.2 mph,29.93 in,0.00 in,0.00 in,7,738.8 w/m² 
12:39 PM 2022-08-08,82.9 °F,62.4 °F,50 %,SE,3.2 mph,3.8 mph,29.92 in,0.00 in,0.00 in,7,727.4 w/m² 
12:44 PM 2022-08-08,83.5 °F,62.5 °F,49 %,ENE,2.5 mph,3.3 mph,29.92 in,0.00 in,0.00 in,7,740.9 w/m² 
12:49 PM 2022-08-08,84.5 °F,62.4 °F,48 %,SSE,4.4 mph,5.7 mph,29.92 in,0.00 in,0.00 in,7,747 w/m² 
12:54 PM 2022-08-08,84.1 °F,62.3 °F,48 %,SSE,2.0 mph,2.7 mph,29.92 in,0.00 in,0.00 in,7,753.1 w/m² 
12:59 PM 2022-08-08,84.6 °F,62.5 °F,48 %,SSE,4.7 mph,5.9 mph,29.92 in,0.00 in,0.00 in,7,767.4 w/m² 
1:04 PM 2022-08-08,84.2 °F,62.6 °F,48 %,SSE,2.7 mph,3.7 mph,29.92 in,0.00 in,0.00 in,6,717.5 w/m² 
1:09 PM 2022-08-08,84.4 °F,62.3 °F,47 %,SE,3.6 mph,4.4 mph,29.92 in,0.00 in,0.00 in,6,717.9 w/m² 
1:14 PM 2022-08-08,84.8 °F,62.2 °F,47 %,SSE,4.4 mph,5.7 mph,29.92 in,0.00 in,0.00 in,6,656.3 w/m² 
1:19 PM 2022-08-08,84.3 °F,62.3 °F,48 %,SE,5.1 mph,6.2 mph,29.91 in,0.00 in,0.00 in,7,728.8 w/m² 
1:24 PM 2022-08-08,84.6 °F,62.1 °F,47 %,SSE,3.8 mph,4.6 mph,29.92 in,0.00 in,0.00 in,7,752.1 w/m² 
1:29 PM 2022-08-08,84.3 °F,61.9 °F,47 %,East,1.4 mph,2.0 mph,29.91 in,0.00 in,0.00 in,6,701 w/m² 
1:34 PM 2022-08-08,84.2 °F,61.8 °F,47 %,ENE,3.0 mph,3.6 mph,29.91 in,0.00 in,0.00 in,6,706.2 w/m² 
1:39 PM 2022-08-08,84.9 °F,61.3 °F,45 %,North,1.8 mph,2.8 mph,29.91 in,0.00 in,0.00 in,7,737.4 w/m² 
1:44 PM 2022-08-08,85.0 °F,61.4 °F,45 %,NNE,3.4 mph,4.1 mph,29.91 in,0.00 in,0.00 in,6,699.6 w/m² 
1:49 PM 2022-08-08,85.4 °F,60.8 °F,44 %,,3.6 mph,4.9 mph,29.90 in,0.00 in,0.00 in,7,766.9 w/m² 
1:54 PM 2022-08-08,86.0 °F,61.0 °F,43 %,,1.3 mph,2.1 mph,29.91 in,0.00 in,0.00 in,7,780.8 w/m² 
1:59 PM 2022-08-08,85.4 °F,61.5 °F,45 %,NE,1.6 mph,2.1 mph,29.90 in,0.00 in,0.00 in,5,547 w/m² 
2:04 PM 2022-08-08,85.6 °F,61.4 °F,44 %,NNE,2.3 mph,3.6 mph,29.90 in,0.00 in,0.00 in,7,756.9 w/m² 
2:08 PM 2022-08-08,86.4 °F,62.6 °F,45 %,NNE,2.2 mph,2.2 mph,29.90 in,0.00 in,0.00 in,7,750.4 w/m² 
2:14 PM 2022-08-08,85.2 °F,61.8 °F,45 %,NNE,2.6 mph,3.0 mph,29.90 in,0.00 in,0.00 in,7,750.4 w/m² 
2:19 PM 2022-08-08,85.0 °F,61.6 °F,45 %,NNE,3.2 mph,3.9 mph,29.90 in,0.00 in,0.00 in,7,746.1 w/m² 
2:24 PM 2022-08-08,85.4 °F,61.9 °F,45 %,North,2.4 mph,3.0 mph,29.90 in,0.00 in,0.00 in,7,741.7 w/m² 
2:28 PM 2022-08-08,86.4 °F,61.9 °F,44 %,NE,0.0 mph,0.0 mph,29.90 in,0.00 in,0.00 in,7,741.7 w/m² 
2:34 PM 2022-08-08,86.4 °F,61.9 °F,44 %,NE,0.0 mph,0.0 mph,29.89 in,0.00 in,0.00 in,7,741.7 w/m² 
2:39 PM 2022-08-08,--,--,--,North,--,--,29.90 in,--,--,, w/m² 
2:44 PM 2022-08-08,--,--,--,North,--,--,29.89 in,--,--,, w/m² 
2:48 PM 2022-08-08,--,--,--,North,--,--,29.89 in,--,--,, w/m² 
2:53 PM 2022-08-08,87.1 °F,60.6 °F,41 %,SE,7.2 mph,8.1 mph,29.89 in,0.00 in,0.00 in,6,714.8 w/m² 
2:59 PM 2022-08-08,87.1 °F,60.6 °F,41 %,SE,7.2 mph,8.1 mph,29.89 in,0.00 in,0.00 in,6,714.8 w/m² 
3:04 PM 2022-08-08,87.1 °F,60.6 °F,41 %,SE,7.2 mph,8.1 mph,29.89 in,0.00 in,0.00 in,6,714.8 w/m² 
3:08 PM 2022-08-08,87.4 °F,61.1 °F,41 %,SE,3.3 mph,3.8 mph,29.88 in,0.00 in,0.00 in,6,705.3 w/m² 
3:14 PM 2022-08-08,87.5 °F,60.8 °F,41 %,SE,3.9 mph,4.6 mph,29.88 in,0.00 in,0.00 in,6,705.3 w/m² 
3:18 PM 2022-08-08,87.8 °F,61.0 °F,41 %,SE,7.2 mph,7.9 mph,29.88 in,0.00 in,0.00 in,6,687.2 w/m² 
3:24 PM 2022-08-08,87.9 °F,60.9 °F,41 %,SE,5.5 mph,6.2 mph,29.88 in,0.00 in,0.00 in,6,697.9 w/m² 
3:29 PM 2022-08-08,88.4 °F,60.5 °F,39 %,South,2.1 mph,3.0 mph,29.88 in,0.00 in,0.00 in,6,697.9 w/m² 
3:34 PM 2022-08-08,89.1 °F,60.3 °F,38 %,SW,1.8 mph,2.2 mph,29.88 in,0.00 in,0.00 in,6,697.9 w/m² 
3:39 PM 2022-08-08,89.4 °F,60.4 °F,38 %,SSE,2.8 mph,3.4 mph,29.87 in,0.00 in,0.00 in,6,697.9 w/m² 
3:43 PM 2022-08-08,89.2 °F,61.2 °F,39 %,SSE,4.5 mph,5.8 mph,29.87 in,0.00 in,0.00 in,6,647.2 w/m² 
3:49 PM 2022-08-08,88.5 °F,60.4 °F,39 %,SSE,3.8 mph,4.5 mph,29.87 in,0.00 in,0.00 in,6,624.2 w/m² 
3:54 PM 2022-08-08,88.8 °F,60.8 °F,39 %,SSW,3.8 mph,4.5 mph,29.87 in,0.00 in,0.00 in,6,642 w/m² 
3:59 PM 2022-08-08,89.2 °F,61.2 °F,39 %,West,3.8 mph,4.5 mph,29.87 in,0.00 in,0.00 in,6,642 w/m² 
4:04 PM 2022-08-08,89.2 °F,61.2 °F,39 %,West,3.8 mph,4.5 mph,29.87 in,0.00 in,0.00 in,6,642 w/m² 
4:08 PM 2022-08-08,89.1 °F,60.3 °F,38 %,North,1.1 mph,1.1 mph,29.86 in,0.00 in,0.00 in,5,565.2 w/m² 
4:14 PM 2022-08-08,89.8 °F,60.5 °F,38 %,NW,3.1 mph,4.0 mph,29.86 in,0.00 in,0.00 in,5,578.2 w/m² 
4:19 PM 2022-08-08,89.8 °F,60.1 °F,37 %,NNE,2.5 mph,3.4 mph,29.86 in,0.00 in,0.00 in,1,193.1 w/m² 
4:24 PM 2022-08-08,90.4 °F,60.7 °F,37 %,NNW,1.7 mph,2.4 mph,29.86 in,0.00 in,0.00 in,5,597.7 w/m² 
4:29 PM 2022-08-08,90.4 °F,61.4 °F,38 %,NW,2.9 mph,3.8 mph,29.86 in,0.00 in,0.00 in,6,618.5 w/m² 
4:34 PM 2022-08-08,90.0 °F,61.7 °F,39 %,NNW,2.0 mph,3.4 mph,29.86 in,0.00 in,0.00 in,6,616.8 w/m² 
4:38 PM 2022-08-08,90.0 °F,61.7 °F,39 %,NNW,2.0 mph,3.4 mph,29.86 in,0.00 in,0.00 in,6,616.8 w/m² 
4:44 PM 2022-08-08,89.8 °F,60.8 °F,38 %,NW,1.3 mph,2.2 mph,29.86 in,0.00 in,0.00 in,4,508.8 w/m² 
4:49 PM 2022-08-08,90.0 °F,61.1 °F,38 %,WNW,2.0 mph,2.2 mph,29.86 in,0.00 in,0.00 in,4,508.8 w/m² 
4:54 PM 2022-08-08,90.1 °F,61.2 °F,38 %,WNW,2.2 mph,2.2 mph,29.86 in,0.00 in,0.00 in,4,479.7 w/m² 
4:59 PM 2022-08-08,90.3 °F,61.3 °F,38 %,SW,2.8 mph,3.4 mph,29.86 in,0.00 in,0.00 in,4,479.7 w/m² 
5:04 PM 2022-08-08,89.4 °F,61.4 °F,39 %,South,3.5 mph,4.6 mph,29.86 in,0.00 in,0.00 in,4,464.5 w/m² 
5:09 PM 2022-08-08,90.5 °F,61.6 °F,38 %,,0.7 mph,0.9 mph,29.86 in,0.00 in,0.00 in,4,428.5 w/m² 
5:14 PM 2022-08-08,90.7 °F,61.7 °F,38 %,WNW,0.6 mph,0.8 mph,29.86 in,0.00 in,0.00 in,3,389 w/m² 
5:19 PM 2022-08-08,90.3 °F,61.7 °F,39 %,WNW,3.5 mph,4.2 mph,29.86 in,0.00 in,0.00 in,3,375.6 w/m² 
5:24 PM 2022-08-08,90.8 °F,61.7 °F,38 %,NNW,1.2 mph,2.0 mph,29.85 in,0.00 in,0.00 in,3,345.2 w/m² 
5:29 PM 2022-08-08,89.7 °F,61.6 °F,39 %,NNW,1.8 mph,2.6 mph,29.86 in,0.00 in,0.00 in,3,350.5 w/m² 
5:34 PM 2022-08-08,89.5 °F,61.4 °F,39 %,South,3.5 mph,4.4 mph,29.86 in,0.00 in,0.00 in,3,350 w/m² 
5:39 PM 2022-08-08,89.1 °F,61.9 °F,40 %,SSE,2.0 mph,3.0 mph,29.85 in,0.00 in,0.00 in,3,344.4 w/m² 
5:44 PM 2022-08-08,88.7 °F,62.1 °F,41 %,NNE,0.2 mph,1.1 mph,29.85 in,0.00 in,0.00 in,2,295 w/m² 
5:48 PM 2022-08-08,88.7 °F,62.1 °F,41 %,NNE,0.2 mph,1.1 mph,29.85 in,0.00 in,0.00 in,2,295 w/m² 
5:54 PM 2022-08-08,--,--,--,North,--,--,29.85 in,--,--,, w/m² 
5:59 PM 2022-08-08,87.8 °F,62.4 °F,43 %,SSE,4.9 mph,6.9 mph,29.85 in,0.00 in,0.00 in,2,224.2 w/m² 
6:04 PM 2022-08-08,88.2 °F,61.9 °F,42 %,SW,2.4 mph,3.8 mph,29.85 in,0.00 in,0.00 in,2,222.5 w/m² 
6:09 PM 2022-08-08,88.7 °F,62.8 °F,42 %,SSE,3.5 mph,4.1 mph,29.85 in,0.00 in,0.00 in,1,195.6 w/m² 
6:14 PM 2022-08-08,88.5 °F,62.6 °F,42 %,SSE,5.6 mph,6.9 mph,29.85 in,0.00 in,0.00 in,1,178.6 w/m² 
6:18 PM 2022-08-08,89.4 °F,62.2 °F,40 %,South,2.4 mph,3.4 mph,29.85 in,0.00 in,0.00 in,1,178.6 w/m² 
6:24 PM 2022-08-08,89.3 °F,62.6 °F,41 %,South,3.1 mph,4.6 mph,29.86 in,0.00 in,0.00 in,1,175.2 w/m² 
6:28 PM 2022-08-08,88.6 °F,62.3 °F,41 %,SSE,3.0 mph,4.6 mph,29.85 in,0.00 in,0.00 in,1,159.5 w/m² 
6:34 PM 2022-08-08,89.3 °F,62.1 °F,40 %,WSW,1.6 mph,2.0 mph,29.86 in,0.00 in,0.00 in,1,144.4 w/m² 
6:39 PM 2022-08-08,88.6 °F,62.2 °F,42 %,SE,2.6 mph,3.4 mph,29.86 in,0.00 in,0.00 in,1,140.9 w/m² 
6:44 PM 2022-08-08,88.0 °F,62.6 °F,43 %,SSE,4.8 mph,5.9 mph,29.86 in,0.00 in,0.00 in,1,132.2 w/m² 
6:49 PM 2022-08-08,87.6 °F,63.2 °F,44 %,SSE,6.0 mph,7.7 mph,29.85 in,0.00 in,0.00 in,1,131.9 w/m² 
6:54 PM 2022-08-08,87.7 °F,62.6 °F,43 %,SSE,3.4 mph,4.2 mph,29.85 in,0.00 in,0.00 in,1,117.9 w/m² 
6:59 PM 2022-08-08,88.0 °F,62.8 °F,43 %,SE,1.3 mph,2.1 mph,29.86 in,0.00 in,0.00 in,1,109.2 w/m² 
7:04 PM 2022-08-08,88.1 °F,62.9 °F,43 %,SSE,2.1 mph,2.9 mph,29.86 in,0.00 in,0.00 in,1,100.2 w/m² 
7:09 PM 2022-08-08,88.0 °F,62.8 °F,43 %,SSE,2.6 mph,3.3 mph,29.86 in,0.00 in,0.00 in,1,101.1 w/m² 
7:14 PM 2022-08-08,87.4 °F,62.9 °F,44 %,SSE,7.3 mph,8.9 mph,29.86 in,0.00 in,0.00 in,0,89.8 w/m² 
7:19 PM 2022-08-08,87.0 °F,62.5 °F,44 %,SSE,4.1 mph,5.2 mph,29.86 in,0.00 in,0.00 in,0,88.8 w/m² 
7:24 PM 2022-08-08,87.0 °F,62.5 °F,44 %,South,4.5 mph,5.6 mph,29.86 in,0.00 in,0.00 in,0,66.3 w/m² 
7:29 PM 2022-08-08,86.9 °F,62.4 °F,44 %,SSE,3.7 mph,4.5 mph,29.86 in,0.00 in,0.00 in,0,64.6 w/m² 
7:34 PM 2022-08-08,86.9 °F,62.4 °F,44 %,SSE,3.0 mph,3.9 mph,29.86 in,0.00 in,0.00 in,0,60.7 w/m² 
7:39 PM 2022-08-08,86.7 °F,62.4 °F,44 %,SSE,3.7 mph,4.4 mph,29.87 in,0.00 in,0.00 in,0,54.6 w/m² 
7:44 PM 2022-08-08,86.7 °F,62.3 °F,44 %,South,2.5 mph,3.2 mph,29.87 in,0.00 in,0.00 in,0,48.6 w/m² 
7:49 PM 2022-08-08,86.8 °F,62.3 °F,44 %,South,1.5 mph,2.3 mph,29.86 in,0.00 in,0.00 in,0,43.8 w/m² 
7:54 PM 2022-08-08,86.6 °F,62.8 °F,45 %,SSE,3.8 mph,5.2 mph,29.87 in,0.00 in,0.00 in,0,38.5 w/m² 
7:59 PM 2022-08-08,86.2 °F,62.9 °F,46 %,SSE,2.9 mph,3.5 mph,29.87 in,0.00 in,0.00 in,0,30.3 w/m² 
8:04 PM 2022-08-08,85.9 °F,63.0 °F,46 %,SSE,3.8 mph,4.7 mph,29.87 in,0.00 in,0.00 in,0,26.8 w/m² 
8:09 PM 2022-08-08,85.7 °F,62.9 °F,46 %,SSE,3.2 mph,4.2 mph,29.87 in,0.00 in,0.00 in,0,22.5 w/m² 
8:14 PM 2022-08-08,85.6 °F,62.6 °F,46 %,SSE,1.8 mph,2.2 mph,29.87 in,0.00 in,0.00 in,0,19.5 w/m² 
8:19 PM 2022-08-08,85.5 °F,63.0 °F,47 %,SSE,1.8 mph,2.1 mph,29.88 in,0.00 in,0.00 in,0,16 w/m² 
8:24 PM 2022-08-08,85.5 °F,63.0 °F,47 %,SSE,1.6 mph,2.0 mph,29.88 in,0.00 in,0.00 in,0,13.3 w/m² 
8:29 PM 2022-08-08,85.2 °F,63.1 °F,47 %,SSE,1.6 mph,2.2 mph,29.88 in,0.00 in,0.00 in,0,10.4 w/m² 
8:34 PM 2022-08-08,85.0 °F,63.2 °F,48 %,SSE,2.0 mph,2.7 mph,29.89 in,0.00 in,0.00 in,0,6.9 w/m² 
8:39 PM 2022-08-08,84.8 °F,63.0 °F,48 %,SSE,1.3 mph,2.0 mph,29.89 in,0.00 in,0.00 in,0,4.3 w/m² 
8:44 PM 2022-08-08,84.7 °F,63.2 °F,49 %,SE,1.5 mph,1.9 mph,29.88 in,0.00 in,0.00 in,0,2.1 w/m² 
8:49 PM 2022-08-08,84.3 °F,62.7 °F,48 %,SE,3.7 mph,4.6 mph,29.89 in,0.00 in,0.00 in,0,0.9 w/m² 
8:54 PM 2022-08-08,84.1 °F,62.0 °F,47 %,SE,4.6 mph,5.5 mph,29.89 in,0.00 in,0.00 in,0,0.4 w/m² 
8:59 PM 2022-08-08,84.2 °F,61.8 °F,47 %,SE,5.3 mph,6.2 mph,29.89 in,0.00 in,0.00 in,0,0 w/m² 
9:04 PM 2022-08-08,84.2 °F,61.2 °F,46 %,SE,6.3 mph,7.6 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
9:09 PM 2022-08-08,84.3 °F,61.3 °F,46 %,SSE,5.3 mph,6.2 mph,29.90 in,0.00 in,0.00 in,0,0 w/m² 
9:14 PM 2022-08-08,84.0 °F,61.6 °F,47 %,SSE,3.5 mph,4.0 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
9:19 PM 2022-08-08,83.8 °F,61.5 °F,47 %,SSE,2.6 mph,3.1 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
9:24 PM 2022-08-08,83.9 °F,61.2 °F,46 %,SSE,3.7 mph,4.2 mph,29.91 in,0.00 in,0.00 in,0,0 w/m² 
9:29 PM 2022-08-08,83.8 °F,61.4 °F,47 %,SSE,2.4 mph,2.7 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:34 PM 2022-08-08,83.7 °F,61.2 °F,47 %,SSE,1.9 mph,2.2 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:39 PM 2022-08-08,83.7 °F,61.1 °F,47 %,SSE,2.4 mph,3.0 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:44 PM 2022-08-08,83.8 °F,61.1 °F,46 %,SSE,2.9 mph,3.6 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:49 PM 2022-08-08,83.6 °F,61.3 °F,47 %,SSE,2.2 mph,2.3 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:54 PM 2022-08-08,83.0 °F,61.9 °F,49 %,SSE,0.8 mph,1.0 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
9:59 PM 2022-08-08,81.6 °F,61.8 °F,51 %,ENE,0.2 mph,0.3 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
10:04 PM 2022-08-08,81.1 °F,61.8 °F,52 %,NNE,0.0 mph,0.0 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
10:09 PM 2022-08-08,80.8 °F,61.5 °F,52 %,NNE,0.0 mph,0.0 mph,29.92 in,0.00 in,0.00 in,0,0 w/m² 
10:14 PM 2022-08-08,80.7 °F,62.1 °F,53 %,NNE,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:19 PM 2022-08-08,80.2 °F,62.1 °F,54 %,NNE,0.0 mph,0.1 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:24 PM 2022-08-08,79.6 °F,62.1 °F,55 %,NNE,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:29 PM 2022-08-08,79.4 °F,62.1 °F,55 %,NNE,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:34 PM 2022-08-08,79.2 °F,61.9 °F,55 %,NNE,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:39 PM 2022-08-08,79.6 °F,61.7 °F,54 %,NNE,0.0 mph,0.0 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:44 PM 2022-08-08,80.1 °F,61.9 °F,54 %,NNE,0.0 mph,0.0 mph,29.94 in,0.00 in,0.00 in,0,0 w/m² 
10:49 PM 2022-08-08,80.0 °F,62.4 °F,55 %,NNE,0.1 mph,0.2 mph,29.93 in,0.00 in,0.00 in,0,0 w/m² 
10:54 PM 2022-08-08,79.1 °F,62.4 °F,57 %,NNE,0.0 mph,0.0 mph,29.94 in,0.00 in,0.00 in,0,0 w/m² 
10:59 PM 2022-08-08,78.6 °F,62.5 °F,58 %,NNE,0.0 mph,0.0 mph,29.94 in,0.00 in,0.00 in,0,0 w/m² 
